,text,score,jaehyeong/koelectra-base-v3-generalized-sentiment-analysis,klue/bert-base,matthewburke/korean_sentiment,monologg/koelectra-base-v2-discriminator,skt/kogpt2-base-v2,beomi/kcbert-large
26,"너무 재밌고 트렌드를 반영한 연수! 누가 편집하셨는지 쿠키영상까지도 재밌어서 놓치지 않고 넘기지 않고 연수 성실히 들었네요!
MBTI가 성행(?)하기 전부터 관심 많았었는데, 요즘 트렌드가 되었잖아요. 그리고 과학 사실도 맞는 듯 합니다. 상대를 이해하기에도 좋은 방법이기도 하구요. 이 연수를 바탕으로 가족과, 그리고 학생들, 나아가 배우자와 어떻게 소통해야하고 이해해야 할지 방향성을 제시받은 것 같아서 좋았습니다. 5차시라서 아쉬워요. 다음엔 더 많은 주제로 30차시로 나왔으면 좋겠습니다!",1,1,-1,1,1,-1,-1
27,유익한 연수 유익한 연수였음,1,1,1,1,1,0,-1
28,트렌디한 연수 용어가 쏙쏙 머리에 들어오네요.,1,1,1,1,1,-1,-1
29,편안하게 흐름을 살펴볼 수 있는 연수 만족합니다.,1,1,1,1,1,-1,-1
30,"힘들고 지칠때 마음의 안정을 준 연수 학생과 학부모로부터 무너지고 있는 현 학교 상황에서 나의 감정을 되돌아볼 수 있었고,
불안과 반추를 극복하여 방전되지 않고 관계를 개선할 수 있는 방안을 생각해 볼 수 있는 너무나 좋은 연수였다.",1,1,1,1,1,-1,-1
31,"나에게 딱 맞는 연수! 기초학력 지도라고 해서 뻔한 내용의 연수일줄 알았는데
모든 챕터의 내용이 너무나 유익하고 알찼습니다.
기초학력(한글과 수)지도에 잘 활용하도록 하겠습니다",1,1,1,1,1,-1,-1
32,"2025년 전면 시행 고교학점제 알고 가즈아~~ 2024년, 내년부터 초등 1,2학년 시작으로 2022 개정교육과정이 실시된다고 합니다. 2025년부터는 중, 고등학교도 2022 새로운 교육과정이 시작되는데 고교학점제의 전면 시행은 초등학교, 중학교의 교육과정에 어느 정도 동반 영향이 있지 않을까하여 수강하게 되었습니다. 초-중-고의 큰 흐름에서 각 급 학교 단위에서 해야할 교사의 역할을 할 때 학교급 선생님들의 노고가 더욱 빛나고 학생들의 교육과정 이수 효과도 빛을 볼 것 같습니다. 매일 열심히 학생들의 배움과 성장에 주야로 노력하시는 선생님들께 박수를 보내드리고 저도 힘을 얻어 가겠습니다. 각 학교의 연수 잘 보았습니다. 감사합니다^^",1,1,1,1,1,-1,-1
33,챗GPT를 수업에 활용하자 인공지능 기술이 발전하면서 이제는 인공지능이 사회 전반에 영향을 미치면서 인공지능 활용의 필요성이 요구되기 시작했다. 하지만 인공지능이 인간을 대체한다는 인공지능의 부정적인 면이 많이 이슈화 되면서 활용의 필요성이 묻혀지는 면이 있는것 같다. 이제는 이런 부정적인 면의 걱정보다는 이를 유용히 활동할 필요가 있으며 교육현장에서도 인공지능 기술을 활용한 학습모형의 개발이 다양하게 이루어져야 될 것이다.,1,1,-1,1,1,0,-1
34,8살 아이와 함께 이수했습니다. 선생님께서 차근차근 잘 설명해주셔서 8살 아이도 쉽고 재미있게 수강할 수 있었습니다.,1,1,1,1,1,-1,-1
35,"진로교육 직업의 다양한 매력과 과정 및 실제 직업인의 솔직한 후기등이 매력적인 연수였습니다.
학생들 진로교육시에 매우 도움이 되었습니다.",1,1,-1,1,1,-1,-1
36,업무 효율을 높이기 위한 꿀팁 가득 업무 효율을 높여주는 연수~~,1,1,1,1,1,-1,-1
37,"아이들과 즐거운 학교 생활을 하고 싶으시다면~~ 놀이 활동, 접촉 활동 없이 코로나 시기를 2~3년 거치다 보니 알던 놀이들도 가물가물해지고 감각이 떨어져서 듣게 된 연수입니다.

놀이 도구 없이 간단히 할 수 있는 놀이에서부터, 장소별, 주제별 놀이들로 세분화되어 구성되어 있어 연수를 듣고 난 이후에도 상황별로 찾아서 바로 바로 적용해 볼 수 있고 활용도가 높습니다.

특히 놀이 전후 시작하는 말, 맺음 말 팁을 강사님께 배워 놀이로 흥분한 아이들을 가라앉혀 주기도 하고, 놀이 그 자체에 초점이기보다는 관계 돌아보기, 인성 교육도 이루어질 수 있어서 좋았습니다. 아이들과 즐겁게 놀고 싶은데 어떻게 시작해야 할지 몰라 부담이신 선생님들께 부담 없이 즐거운 학교 생활을 열어 줄 수 있는 연수로 추천드립니다!",1,1,-1,1,1,-1,-1
38,이런 저런 의무 연수 한 번에 해결하기 법정 의무 연수가 핵심적으로 담겨 있어 간편하게 이수하기 좋습니다.,1,1,1,1,1,-1,-1
39,"학습부진아를 지도하는 데 지치신 선생님께 추천 학습 부진 아동을 조금 더 이해하며 지도하고자 연수를 듣게 되었습니다. 학습 부진 아동을 지도하는 일은 많은 인내심이 요구되고 힘이 드는 일입니다. 학습 부진의 유형들을 찬찬히 다시 살펴보며 학습 부진아동을 이해하는 데 도움이 되었고, 체계적인 지도 방법을 제시해주는 연수여서 학습부진아를 지도하거나 학습부진아 학부모님을 상담하는 데 도움이 되었습니다. 학습부진의 사례는 조금 더 간결하게 다루고 지도 방법 제시 비중이 조금 더 높으면 좋겠다는 생각이 들었습니다.",1,1,-1,1,1,-1,-1
40,"'일상의 발견, 과학수다' 연수를 듣고 우리 일상생활의 많은 일들이 간단한 과학적 사실을 이해하고 바라보면 더 깊게 이해할 수 있고,
다른 관점으로도 볼 수 있는 것들이 참 많은 것 같다.
교사는 항상 세상의 다양한 일들을 보다 다양한 관점으로 바라보고
아이들에게 더 많은 것을 보여주고, 함께 나눌 수 있는 교사가 되어야 하기에 교사들에게 유익한 연수라고 생각합니다.",1,1,1,1,1,-1,-1
41,"의무연수지만 건질게 있었던 연수 의무연수는 정말 수강하기 넘 힘듭니다.

이 연수도 마찬가지로 수강하기 힘들거라 생각하고 아무런 기대도 하지 않았습니다.

하지만 몇 가지 건질만한 내용이 있더군요.

기초학력이 부족한 아이들에게 접근하는 방법

그들을 도와줄 수 있는 온라인 학습 도구와 보드게임까지...

이정도면 의무연수에 대한 편견이 사라지기에 충분했습니다.",1,1,-1,1,1,-1,-1
42,"부담없고 쉽고 간편한 영어~~ 부담없고 쉽고 간편한 영어를 두분 케미로 보여주셔서 감사합니다~~
영어 왕보초도 따라할 수 있어요~~",1,1,1,1,1,-1,-1
43,영어공부 다양한 주제에 따라 현지에서 쓸 수 있는 대화로 구성되어 있어요 굿굿,1,1,1,1,1,-1,-1
44,[추천] 그림책 수업을 어떻게 하면 좋을지 고민하신다면 그림책 수업을 어떻게 하면 좋을지 고민하신다면 꼭 들어보세요. 많은 경험을 바탕으로 연수 내용이 꽉꽉 차 있네요,1,1,1,1,1,-1,-1
45,연수 목적에 적합한 연수 실생활에 적용 가능한 생활영어 패턴 연수가 아주 유익했습니다. 각 패턴에 알맞은 사례소개가 좋았습니다.,1,1,-1,1,1,0,-1
46,빨리 변하는 과정에서 교사는 더 배워야 할 것이 많아요. 문제를 해결하는 방법이 너무 많아요. 다양하게 배우며 적응해 나갑시다.,1,1,1,1,1,-1,-1
47,문해력 업! 요즘 문해력의 중요성을 알게 되어 아이들 지도에 도움이 될까 하여 연수를 신청하였다. 생각보다 어려운 연수였지만 그만큼 내 자신에 문해력에 대해 준비가 덜 되어 있고 아는 것이 적다고 반성하게 되었다.,0,1,1,1,1,-1,-1
48,좋은 연수였습니다. 실생활에서 혹은 이후에 충분히 활용할 수 있는 여러가지 표현들을 다양하게 습득 할 수 있었습니다. 감사합니다.,1,1,1,1,1,-1,-1
49,좋은 연수였습니다. 수업 중 유튜브를 활용할 수 있는 방법을 알게 되었습니다.,1,1,1,1,1,-1,-1
50,문해력의 중요성을 다시 한 번 깨달았습니다. 2학기에는 학생들의 문해력 향상을 위한 지도 방법을 좀 더 많이 활용해야겠어요. 좋은 연수였습니다.,1,1,0,1,1,-1,1
51,통합교육의 모든 것 알찬 내용으로 수업 잘 들었습니다,1,1,1,1,1,-1,-1
52,좋은 연수였습니다. 창의적 교육을 위해 도움이 되는 연수였습니다. 감사합니다.,1,1,1,1,1,-1,-1
53,교육활동 운영시 필요한 유용한 연수였습니다. 타인을 존중하고 배려하는 것에서 인권의 시작이라는 생각을 하게되었습니다. 더불어 살아가는 소중한 사회에서 모든 사람의 인권이 존중되는 사회가 되기를 희망합니다.,1,1,1,1,1,-1,-1
54,"미래 사회의 교육에 대한 변화 미래 사회의 교육에 대한 변화와 사회 환경의 변화를 교육을 통해 알수 있어 좋았습니다.
그리고 협업을 통한 나를 성장 시키는 힘편도 좋았습니다.",1,1,-1,1,1,-1,-1
55,"재미있고 알찬 연수 골프 초보가 알아야 할 여러 내용들이 알차게 들어가 있는 연수였어요
다른 분들에게도 추천합니다^^",1,1,1,1,1,-1,-1
56,좋은 연수 였다. 위로가 되는 연수여서 좋앗다.,1,1,1,1,1,-1,-1
57,좋은 연수 였다. 직업 탐구를 통해 학생들의 진로에 대해 더 많은 정보를 줄 수 있는 연수 엿다.,1,1,1,1,1,-1,-1
58,좋은 연수였습니다. 알면 편한 심리학으로 인해 학생들의 상담을 더 전문적으로 할 수 있는 것 같다.,1,1,1,1,1,-1,-1
59,좋은 연수였습니다. 타인을 공감하고 존중하는 인권교육에 대해 좋은 연수 였습니다.,1,1,1,1,1,-1,-1
60,좋은 연수였습니다. 학생들을 상담할 때 좋을 것 같은 연수 였다.,1,1,1,1,1,-1,-1
61,연수 후기 환경에 대해 다시 생각해 볼 수 있는 유익한 연수였어요~^^,1,1,1,1,1,-1,-1
62,시크릿 플레이리스트 슈퍼콘서트를 수강하고 슈퍼콘서트를 예전에 수강하고 또다시 수강하니 더욱 더 좋았습니다. 유명가수들을 직접 만날 수 있는 강의 너무 좋았습니다. 우리 주변의 이야기를 하면서 좋아하는 가수들의 노래를 듣든 강의 정말 힐링이 되는 연수 였숩니다. 다음에도 또 만들면 강의 듣겠습니다. 요즈음 여러 가지 일로 시끄러운 교육계에서 힐링되는 연수 만들어 주셔서 감사합니다.,1,1,1,1,1,-1,-1
63,좋은 연수였습니다. 미래 인재의 역량을 키우기 위해 해야할 들이 많다는 생각을 하게 해준 좋은 연수였다.,1,1,1,1,1,-1,-1
64,"역사, 문화 체험으로 가득한 힐링이 되는 연수 방학 때 마다 많은 교사들이 해외연수를 가거나 여행을 떠나 그동안 지쳤던 심신을 달래고 충전을 하여 2학기를 시작한다. 그러나 여러가지 여건 상 여행을 가지 못하는 교사들에게 이번 연수는 역사, 문화, 아름다운 풍광까지 꽉 채워주는 힐링이 가득한 연수였다. 많이 알고 많이 듣고 경험한 만큼 여행의 효과가 커지는데 이번 연수는 직접 가보지는 못했지만 내 마음 속 지식창고를 가득 채워주는 연수로 나중에 이 지역들을 방문했을때 많은 도움이 될 거라 생각한다. 세계문화유산을 간접적으로 경험했고, 화질도 좋고 기획력이 우수하여 다른 분들께도 꼭 추천드리고 싶다.",1,1,-1,1,1,-1,-1
65,"주제 별 짤막한 강의, 유익했어요! 꼭 필요한 주제 별, 상황 별 회화를 엄선해서 유익했어요.
평상시에 잘 몰랐던 깨알 팁까지 재밌게 공부할 수 있어서 좋았습니다.",1,1,1,1,1,-1,-1
66,"많은 도움이 되었습니다. 미래학교라는 개념 자체가 생각보다 쉬운 개념은 아니었네요...
그래도 연수 덕에 어느 정도 가닥은 잡았고, 또 도움도 많이 되었습니다 ^^",1,1,1,1,1,-1,-1
67,"두 번째 연수 현아샘의 다른 연수를 먼저 듣고나서, 너무 좋아서 이 연수도 찾아서 들었습니다.
역시 마음에 들었고, 교실에서 많이 활용해보겠습니다.",1,1,1,1,1,-1,-1
68,"회화만 열심히 연습 가능 불필요하게 이런저런 설명이 늘어지지도 않고 딱 필요한 정도로 구성되어 있어요.
설명까지도 외국인의 영어 설명으로 들을 수 있어서 도움이 돼요.",1,1,0,1,1,-1,0
69,실제 수업에 활용 가능한 내용 수업에 바로 활용 가능한 내용이었습니다. 연수를 통해 다채로운 줄넘기 지도를 할 수 있을 것 같습니다.,1,1,1,1,1,0,-1
70,"학생과 교사가 함께 성장할 수 있는 아름다운 활동 평소 그림책에 관심이 많아 이 연수를 설레는 마음으로 신청했는데, 방학이 되자마자 단숨에 연수를 들었다. 다양한 그림책을 소개하고 감상이 창작으로 순환되는 멋있는 이야기였다. 학생과 교사가 함께 성장할 수 있는 아름다운 활동이었다.",1,1,0,1,1,-1,-1
71,"난감한 체육 수업을 재미있게 만들어 주셔서 감사합니다. 수업에 바로 적용할 수 있는 다양한 놀이 활동이 있어 정말 유익했습니다. 학급비로 전자시계, 숫자 점수판, 펀스틱, 기회팔찌, 숫자원마커, 빈백, 말랑 플디 등을 바로 구매해서 2학기 수업에 활용할 계획입니다. 항상 승패를 따지는 체육 수업에 아이들이 싸우는 경우가 많았는데 양수샘의 연수대로 수업을 하면 그럴일이 전혀 없을것 같습니다. 저학년이나 고학년 어느 학년에서 해도 좋을 다양한 놀이 체육수업팁을 알려주셔서 정말 감사드립니다. 놀이 뿐이 아니라 체력 증진까지 생각하는 수업이라 더 감동받았습니다. 다른 선생님들께 적극 강추 할 생각입니다. 감사합니다.",1,1,-1,1,1,-1,-1
72,"커피를 사랑하는 사람들 커피에 대해 자세히 알게 된 연수였습니다. 다양한 커피 메뉴와 만드는 방법 등을 자세히 알게 되니 커피 한잔이 더 향긋하게 느껴집니다. 아침마다 내리는 커피 한잔을 더 맛있게 내릴 수 있게 되었고, 카페에 가서도 내가 먹고 싶은 커피를 주문할 수 있다는 자신감이 생겼습니다! 커피를 사랑하는 사람들에게 좋은 강의를 해 주신 아이스크림 연수원과 박호산 바리스타 선생님 감사합니다.",1,1,-1,1,1,-1,-1
73,창의 영재교육의 비법 여러가지 활동 예시를 알려주셔서 좋았습니다~,1,1,1,1,1,-1,-1
74,"힐링이 되는 연수 정신적으로 너무 지쳐있어서 방학이 되자마자 뭔가가 필요하다고 생각해서 시작했는데, 수채화 그리기가 도움이 되었습니다. 차분한 목소리로 단계별로 자세하게 알려주셔서 그림 한 장 한 장 완성할 때마다 보람도 있었고, 붓끝에 모든 정신을 쏟다보면 잡생각울 할 틈이 없이 여름이 갑니다.",1,1,0,1,1,0,-1
75,"정리에 관심이 있으시면 들어보시면 도움이 될 거예요. 정리에 관한 유튜브를 듣는 것보다 체계적으로
잘 정리된 강의를 들어서 좋았습니다.
한 번쯤 들어보시면 나의 공간을 정리하는데 도움이 되실 거예요.",1,1,-1,1,1,-1,-1
76,다양한 직업 생각지도 못한 여러종류의 직업들이 있다는것을 알게 되었습니다.,1,1,1,1,1,0,-1
77,"일단 시작했어요. 그림 그리기(라인 드로잉...) 그림 그리기에 관심이 많았으나 시작을 못하고 있었어요. 이 연수를 듣고 많은 도움을 받아 그림 그리기를 시작했어요.
그림을 그렸을 때 남의 평가를 굉장히 두려워해서 시작을 못하고 있었던것 같은데... 이 연수가 그런 부분을 해결해 주었어요. 완벽하지 않아도 된다. 틀려도 된다. 등등 의 말씀을 해주시고, 초보자가 모르는 다양한 기법을 알려주시니 큰 도움이 되었어요. 그림을 그리고자 하나 망설이시는 분들 강추합니다.",1,1,-1,1,1,-1,-1
78,"정리를 하면 공간이 생깁니다. 누구나 경험해 보셨지만.. 다시 반복해야 유지가 된다는 사실.
실질적으로 도움이 되는 연수였습니다.",1,1,1,1,1,-1,-1
79,"애지중지 내가 애지중지 하는 사림이 있는지..
나를 애지중지해 주는 사람이 있는지
돌아보는 연수가 되었습니다.",1,1,1,1,1,-1,-1
80,연수 사회수업에 도움이 됩니다.,1,1,1,1,1,-1,-1
81,"한국어교원양성과정3을 듣고 한국어교원양성과정3은 전에 들었던 내용과 반복되거나 교육과정에 대한 내용이 많아서 그런지 1,2과정 보다 수월하게 들었고, 포기하지 않고 듣어서 다행이라는 생각이 들었습니다.",1,1,1,1,1,-1,-1
82,"두근두근 개학 준비 크롬뮤직랩, 구글 드라이브, 패들렛과 띵커벨 등은 이미 잘 사용하고 있어 그 효과를 알고 있는데, 미리캔버스가 아이들과 활용하기에 살짝 아쉬운 점이 있던 차에 이번 연수에서 canba 를 알게 되어, 개학과 함께 당장 사용해보고 싶습니다. 아트앤 컬쳐 라든가 구글바흐 같은 것도 개학하자마자 음악과 미술 시간에 활용해볼 생각에 신이 납니다. 전반적으로 고학년들과 함께 무궁무진하게 활용할 수 있는 내용들입니다.",1,1,-1,1,1,0,-1
83,"7만5천원짜리 pdf 파일을 산 연수 나는 교직에 대한 원리와 기본 개념을 배우겠다 싶은 분들만 들으세요.
사실 연수를 들을 필요없이 pdf 파일만 받아서 보셔도 됨.

교직에 있으면서 진짜 실무로서 필요한 내용은 10%도 되지 않고 원론적인 이야기만 가득함.",-1,-1,0,-1,1,-1,-1
84,"이해의 폭 넓히기 나와 다른 학생들, 자녀들을 이해하는 폭이 다소 넓어진 것 같습니다.",1,1,1,1,1,-1,0
85,학교와 학생안전에 유익한 연수 학교와 학생안전에 유익한 연수였습니다. 감사합니다.,1,1,-1,1,1,-1,-1
86,"챗GPT 활용 능력 향상^^ 강좌를 통하여 챗GPT를 활용할 수 있는 자신감이 생겼으며, 학생들과 많은 실험을 할 수 있을 것 같습니다.",1,1,1,1,1,0,-1
87,좋은 연수 감염병때문에 온라인 수업 할 일이 많았는데 도움이 됐어요,1,1,1,1,1,-1,-1
88,좋은연수^^ 매번 듣는 법정 연수 한번에 해결하니 너무 좋네요,1,1,1,1,1,-1,-1
89,"골프, 초보에서 필드까지 설명이 지루한감이 있고 좀 재밌고 임팩트 있는 설명과 상세한 설명의 오타 없는 검토한 연수자료로 올려 주시면 감사하겠습니다.",1,1,1,1,1,-1,-1
90,생활의 활력소 캠핑 캠핑과 백패킹의 기본에 충실한 연수네요 기대했던 내용과는 다소 다르지만 캠핑에 대한 전반적인 이해가 되었어요,1,1,1,1,1,-1,-1
91,"또 다른 미술 작품 감상 마술 작품을 호르몬으로 이해하며 감상할 수 있다니 참신하네요
호르몬에 대한 이해로 더 건강한 삶을 생각해 봐야겠어요",1,1,-1,1,1,-1,-1
92,"생태전환역량강화 연수 유익하게 잘 들었습니다. 식물의 종류별 특징과 심는 방법 및 관리까지 상세히 알 수 있어 좋았습니다.
학교에서도 가정에서도 적용이 가능한 유익한 연수로서
생태전환교육 연수로서는 활용이 가능한 알찬 연수였습니다.
감사합니다^^",1,1,1,1,1,-1,-1
93,책을 읽고 신청하게 된 연수 산티아고 순례길 너무 가고 싶네요. ㅠ,1,1,1,1,1,-1,0
94,교사들에게 필요한 연수 교사들이 너무 지쳐있는데 꼭 필요한 연수입니다.,1,1,1,1,1,-1,-1
95,"싸움 없는 체육시간을 꿈꾸며 체육 교담이 있지만 그래도 반 아이들과 좋은 추억을 만들어 주고 싶어서, 혹은 학급전체보상 등으로 교실놀이, 체육활동을 함께 할 때가 있습니다. 그 때마다 고민이 되었던 것이 즐겁게 놀려고 시작한 시간인데 누군가 다투어서 울다가 게임이 중지되곤 한다는 것이죠. 오히려 괜히 게임을 시작했다 자책하곤 했었는데 인성요소를 체육활동과 이렇게 결합시키니 해법을 찾은 기분입니다.
연관 된 인성요소도 짚어주시고, 생길 수 있는 안전 문제까지 꼬집어 대처방안을 알려주셔서 경험이 부족한 저경력 교사들에게도 정말 도움되는 연수인 것 같습니다. 1학기는 이렇게 끝났지만.. 2학기엔 좀 더 많이 활용해 볼 것 같아요! 벌써 가슴이 두근두근 합니다.",1,1,-1,1,1,-1,-1
96,"패들렛 이젠 할 수 있어요 패들렛 연수를 통해 패들렛을 알게되어 너무 좋아요.
감사합니다.",1,1,1,1,1,-1,1
97,너무 훌륭한 연수 이런 연수 많이 많이 해주세요.,1,1,-1,1,1,-1,-1
98,미래에 대한 고민 미래 사회를 준비할 수 있는 좋은 연수였다. 학생들의 미래는 우리와 다른 미래가 펼쳐지기 때문에 학생들의 진로를 지도하는데 많은 도움이 되었다. 학생들과 함께 많은 생각과 다양한 의견을 공유하면서 공부하며 미래를 준비하는 자세가 필요하다고 느꼈다.,1,1,1,1,1,-1,1
99,쉽고 유익해요 쉽고 유익해요,1,1,-1,1,1,-1,-1
100,"교직 생활에 꼭 필요한 연수 교직 생활에 꼭 필요한 연수였습니다.

학교에서 발생하는 여러가지 어려운 일들을 어떻게 대처해야 하는지

잘 알 수 있어서 좋았습니다.",1,1,-1,1,1,-1,-1
101,유익하고 학습부진에 대한 기본적인 이해를 넓힐 수 있는 시간이었습니다. 유익하고 학습부진에 대한 기본적인 이해를 넓힐 수 있는 시간이었습니다.,1,1,1,1,1,-1,-1
102,"오랜만에 재미있었습니다. 영어를 놓고 살다가 다시 시작하려고 왕기초 패턴을 선택했는데
학생 때 공부했던 것도 마구 생각나고 재미있었습니다.
미묘한 표현의 차이도 잘 설명해 주고 상황 제시도 적절하고 아주 유익한 연수 였습니다.",1,1,1,1,1,-1,-1
103,유익하고 편합니다 법정의무연수 각각 신청하고 듣는 것보다 한번에 해결할 수 있어 좋아요,1,1,1,1,1,-1,-1
104,유익한 연수~~ 올 하반기와 내년에 고교학점제 학교 공간 조성 업무를 진행히야 하는데 연수를 통해 막막한 마음이 조금은 풀리는 것 같습니다.,1,1,1,1,1,-1,-1
105,최신 정보를 접합니다 기후위기에 대한 최신 정보들이 많아 유익하게 강의를 모두 들을 수 있었던 것 같습니다,1,1,1,1,1,-1,-1
106,역사 흐름을 이해하는데 도움이 되었어요. 개별적인 역사적 사건들이 전체적인 흐름 속에서 어떻게 전개되는지 설명을 잘해주셔서 도움이 많이 되었습니다.,1,1,-1,1,1,-1,-1
